-1	0.0588235	0.989821	0.0599666
-0.8	0.088968	0.909632	0.0702302
-0.6	0.147929	0.75575	0.0986337
-0.4	0.280899	0.540641	0.176159
-0.2	0.609756	0.281733	0.440534
0	1	6.12323e-17	1
0.2	0.609756	-0.281733	0.440534
0.4	0.280899	-0.540641	0.176159
0.6	0.147929	-0.75575	0.0986337
0.8	0.088968	-0.909632	0.0702302
1	0.0588235	-0.989821	0.0599666
