-1	0.0588235	0.0277554
-0.984375	0.670412	0.0721678
-0.96875	1.03101	0.092055
-0.953125	1.20414	0.0958472
-0.9375	1.24165	0.0900347
-0.921875	1.18533	0.0794839
-0.90625	1.0684	0.0677174
-0.890625	0.916749	0.0571588
-0.875	0.750143	0.0493472
-0.859375	0.583199	0.0451228
-0.84375	0.426292	0.0447875
-0.828125	0.286343	0.0482413
-0.8125	0.16749	0.0550983
-0.796875	0.0716839	0.0647836
-0.78125	-0.000808457	0.0766133
-0.765625	-0.0509749	0.0898593
-0.75	-0.080694	0.103801
-0.734375	-0.0924323	0.117764
-0.71875	-0.0889965	0.131152
-0.703125	-0.0733314	0.143466
-0.6875	-0.0483613	0.154315
-0.671875	-0.0168669	0.163428
-0.65625	0.0186051	0.17065
-0.640625	0.0558058	0.175939
-0.625	0.0928235	0.179364
-0.609375	0.128105	0.181087
-0.59375	0.160457	0.181357
-0.578125	0.189042	0.180496
-0.5625	0.213353	0.178881
-0.546875	0.233187	0.176931
-0.53125	0.248613	0.175094
-0.515625	0.259934	0.173829
-0.5	0.267642	0.173592
-0.484375	0.272381	0.174827
-0.46875	0.274905	0.177948
-0.453125	0.276038	0.183334
-0.4375	0.276634	0.191315
-0.421875	0.277545	0.202166
-0.40625	0.279591	0.216102
-0.390625	0.283527	0.233271
-0.375	0.290024	0.253751
-0.359375	0.29965	0.277551
-0.34375	0.312851	0.304607
-0.328125	0.329947	0.334787
-0.3125	0.351119	0.367888
-0.296875	0.376411	0.403647
-0.28125	0.405731	0.441742
-0.265625	0.438855	0.481796
-0.25	0.475435	0.523387
-0.234375	0.515013	0.566055
-0.21875	0.557028	0.609308
-0.203125	0.60084	0.652632
-0.1875	0.645738	0.695499
-0.171875	0.690966	0.737376
-0.15625	0.735735	0.777733
-0.140625	0.779248	0.816054
-0.125	0.820713	0.851843
-0.109375	0.859367	0.884632
-0.09375	0.894489	0.91399
-0.078125	0.92542	0.939527
-0.0625	0.951573	0.960903
-0.046875	0.972452	0.977834
-0.03125	0.987658	0.990093
-0.015625	0.9969	0.997515
0	1	1
0.015625	0.9969	0.997515
0.03125	0.987658	0.990093
0.046875	0.972452	0.977834
0.0625	0.951573	0.960903
0.078125	0.92542	0.939527
0.09375	0.894489	0.91399
0.109375	0.859367	0.884632
0.125	0.820713	0.851843
0.140625	0.779248	0.816054
0.15625	0.735735	0.777733
0.171875	0.690966	0.737376
0.1875	0.645738	0.695499
0.203125	0.60084	0.652632
0.21875	0.557028	0.609308
0.234375	0.515013	0.566055
0.25	0.475435	0.523387
0.265625	0.438855	0.481796
0.28125	0.405731	0.441742
0.296875	0.376411	0.403647
0.3125	0.351119	0.367888
0.328125	0.329947	0.334787
0.34375	0.312851	0.304607
0.359375	0.29965	0.277551
0.375	0.290024	0.253751
0.390625	0.283527	0.233271
0.40625	0.279591	0.216102
0.421875	0.277545	0.202166
0.4375	0.276634	0.191315
0.453125	0.276038	0.183334
0.46875	0.274905	0.177948
0.484375	0.272381	0.174827
0.5	0.267642	0.173592
0.515625	0.259934	0.173829
0.53125	0.248613	0.175094
0.546875	0.233187	0.176931
0.5625	0.213353	0.178881
0.578125	0.189042	0.180496
0.59375	0.160457	0.181357
0.609375	0.128105	0.181087
0.625	0.0928235	0.179364
0.640625	0.0558058	0.175939
0.65625	0.0186051	0.17065
0.671875	-0.0168669	0.163428
0.6875	-0.0483613	0.154315
0.703125	-0.0733314	0.143466
0.71875	-0.0889965	0.131152
0.734375	-0.0924323	0.117764
0.75	-0.080694	0.103801
0.765625	-0.0509749	0.0898593
0.78125	-0.000808457	0.0766133
0.796875	0.0716839	0.0647836
0.8125	0.16749	0.0550983
0.828125	0.286343	0.0482413
0.84375	0.426292	0.0447875
0.859375	0.583199	0.0451228
0.875	0.750143	0.0493472
0.890625	0.916749	0.0571588
0.90625	1.0684	0.0677174
0.921875	1.18533	0.0794839
0.9375	1.24165	0.0900347
0.953125	1.20414	0.0958472
0.96875	1.03101	0.092055
0.984375	0.670412	0.0721678
1	0.0588235	0.0277554
